bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,sqft_living15,sqft_lot15,month_sold,location_cluster,price
3,1.0,6.866933284461882,9748,1.0,0,0,3,5,6.866933284461882,0,533028.2211331121,530484.3219776907,517641.5836772817,7.3777589082278725,9958,525404.6872322194,410136.15918944305,265000.0
3,2.0,7.106606137727303,14645,1.0,0,0,3,6,7.106606137727303,0,424838.7753128963,530484.3219776907,485919.5672823219,7.590852123688581,24960,551860.3387458007,441731.09339479334,315000.0
3,2.5,7.098375638590786,2046,2.0,0,0,3,9,6.824373670043086,290,645946.7346937442,530484.3219776907,323529.23106608837,6.975413927455952,651,540234.0233614536,272273.5147542107,299900.0
4,2.75,7.575584651557793,6930,1.0,0,2,4,7,7.1308988302963465,700,459726.9610600864,530484.3219776907,650797.918732238,7.575584651557793,8560,525404.6872322194,635365.7034321438,621000.0
4,2.5,7.512071245835466,5175,2.0,0,0,3,7,7.512071245835466,0,553569.0091185404,530484.3219776907,364647.0281124498,7.512071245835466,5175,561119.2484076433,380031.2179069934,312000.0
2,1.0,7.24422751560335,10800,1.0,0,0,4,7,7.24422751560335,0,500272.68204282277,530484.3219776907,484035.11543122336,7.352441100243583,11280,540889.7483994878,457282.95026744495,325000.0
2,2.25,7.402451520818244,2240,2.0,0,0,3,8,7.402451520818244,0,482118.29711732664,530484.3219776907,387114.1483375959,7.402451520818244,2240,551860.3387458007,553781.5115816655,375000.0
6,2.5,7.600902459542082,7650,1.5,0,0,4,7,7.489970898834801,210,459726.9610600864,530484.3219776907,243940.12220383371,7.444248649496705,7650,520155.3623559539,282950.69612854405,265000.0
5,3.25,7.979338895262328,6960,2.0,0,1,3,9,7.659171367666058,800,503112.49947617564,713251.398888263,853509.2978188244,7.8119734296220225,6735,559342.888372093,851198.7467183303,1540000.0
5,2.5,7.7406644019172415,23345,1.0,0,0,5,7,7.064759027791802,1130,443034.5880285017,530484.3219776907,485919.5672823219,7.731930721948486,23345,561119.2484076433,441731.09339479334,453500.0
4,1.75,7.649692623711514,7135,1.0,0,0,4,7,6.956545443151569,1050,457184.9026076011,530484.3219776907,323529.23106608837,7.455876687491824,4000,531519.7973068745,272273.5147542107,384000.0
3,2.0,7.501082124259871,2738,2.0,0,0,4,9,7.501082124259871,0,481182.637681609,530484.3219776907,650797.918732238,7.473069088032197,2754,511224.339301701,639166.7296624419,515000.0
5,2.75,8.026170194946426,7015,1.0,0,0,5,8,7.3777589082278725,1460,481182.637681609,530484.3219776907,351140.46428296395,7.691656822810547,7600,559342.888372093,444116.23508801695,549900.0
3,1.0,7.1929342212158,15678,1.0,0,0,3,7,6.802394763324311,430,576006.5651782893,530484.3219776907,692306.6178160912,7.1929342212158,12696,561119.2484076433,671331.5983352674,405000.0
3,1.75,7.31986492980897,3600,1.0,0,0,5,8,7.114769448366463,280,690669.9666997599,530484.3219776907,862706.8713188753,7.170119543449628,3600,511224.339301701,823775.1184209211,800000.0
5,1.75,7.807916628926408,6846,1.5,0,0,5,7,7.200424892944957,1120,646667.0942919467,530484.3219776907,353025.64590306446,7.251344983372214,4800,561119.2484076433,272273.5147542107,445000.0
3,2.25,7.867105500316739,3357,2.0,0,0,4,7,7.590852123688581,630,645615.960266449,530484.3219776907,1116017.851737276,7.570443252057374,3357,551860.3387458007,887472.7131782946,1049000.0
4,1.75,7.489970898834801,12000,1.0,0,0,5,6,7.489970898834801,0,346777.58531654056,530484.3219776907,281480.10915581556,7.346010209913293,9840,508272.0541082164,254948.21991218632,199900.0
3,2.25,7.7406644019172415,15952,1.0,0,0,4,8,7.047517221357296,1150,481356.0659718331,530484.3219776907,2077451.7660601214,7.696212639346407,14284,540234.0233614536,1677134.051214756,1000000.0
5,3.5,8.194229304819817,7821,2.0,0,2,3,10,7.933796874815411,830,458268.3401256494,704387.6686049257,1173022.0350880993,7.897296472595885,9757,531519.7973068745,1140369.1769357836,1490000.0
4,2.5,7.6638772587034705,11733,1.0,0,0,5,7,7.1929342212158,800,417829.8221964997,530484.3219776907,485919.5672823219,7.495541943884256,9131,531519.7973068745,485366.3009457767,395000.0
4,3.0,8.465899897028686,21701,1.5,0,0,5,11,8.465899897028686,0,531065.7476383277,530484.3219776907,1343776.1244068546,8.045588280803528,18551,525404.6872322194,1677134.051214756,2175000.0
4,3.0,7.824046010856292,5000,1.5,0,0,4,7,7.286191714702382,1040,645615.960266449,530484.3219776907,585504.4834710744,7.450079569807499,4500,549106.0373514431,474195.4477190849,670000.0
2,3.0,7.146772179452637,1175,2.0,0,0,3,8,7.01211529430638,160,696470.1816004473,530484.3219776907,585504.4834710744,7.162397497355718,1800,559342.888372093,673943.8953426692,531000.0
3,2.25,8.039157390473237,11985,1.0,0,0,4,7,7.489970898834801,1310,481356.0659718331,530484.3219776907,306891.5356621159,7.478734825567875,7954,511224.339301701,282950.69612854405,302500.0
4,2.25,7.6638772587034705,5337,2.0,0,0,3,7,7.6638772587034705,0,736415.836067593,530484.3219776907,425344.3136037135,7.7406644019172415,6930,538925.3765020027,423339.13078594394,389000.0
4,2.25,7.835974581721566,24700,2.0,0,0,3,7,7.835974581721566,0,500272.68204282277,530484.3219776907,303219.1794956164,7.882314918980268,24700,531519.7973068745,336857.7622107062,340000.0
3,1.75,7.554858521040676,17003,1.5,0,0,4,8,7.554858521040676,0,481356.0659718331,530484.3219776907,281480.10915581556,7.506591780070841,14806,551860.3387458007,290610.91578939714,299000.0
3,1.0,6.866933284461882,8556,1.0,0,0,3,7,6.866933284461882,0,421915.49458644434,530484.3219776907,534045.3798076923,7.1853870155804165,7528,531519.7973068745,561410.3447098681,319000.0
5,2.25,8.371010681238156,7620,2.0,0,0,3,7,7.965545573129992,1440,549009.7096058946,670678.9235047518,622928.2574468085,7.539027055823995,7620,511224.339301701,851198.7467183303,1100000.0
4,2.5,7.62657020629066,3723,2.0,0,0,3,8,7.62657020629066,0,689371.2543478261,530484.3219776907,300497.6749153118,7.62657020629066,5250,559342.888372093,301490.7560198059,349900.0
4,2.0,7.659171367666058,4000,1.5,0,0,4,7,7.450079569807499,400,655402.928354579,530484.3219776907,583797.5680751174,7.473069088032197,4000,540889.7483994878,599270.7012048193,597000.0
5,2.75,8.026170194946426,6895,2.0,0,0,3,8,8.026170194946426,0,553569.0091185404,530484.3219776907,314115.60175054707,7.859413154693583,6895,540889.7483994878,288806.56487379165,381000.0
6,4.5,8.655214489313613,10312,2.0,0,2,3,11,8.191463051326927,2130,696470.1816004473,530484.3219776907,856784.4329896907,8.37793112408273,11917,538925.3765020027,958238.4418778239,1380000.0
5,4.25,8.525161361065415,9466,2.0,0,0,3,11,8.525161361065415,0,577596.4615384614,530484.3219776907,485919.5672823219,8.366370301681654,9417,508272.0541082164,958238.4418778239,1284000.0
4,3.0,8.303999970955196,19700,2.0,0,0,3,11,8.303999970955196,0,509219.29289657215,530484.3219776907,648332.8574561403,8.276394704863307,21887,531519.7973068745,671892.8182954505,988000.0
4,1.5,7.478734825567875,5750,2.0,0,0,3,7,7.478734825567875,0,436675.32599972136,530484.3219776907,614858.8294539207,6.877296071497429,5750,561119.2484076433,611200.9124999933,440000.0
3,1.0,6.907755278982137,9150,1.0,0,0,3,7,6.907755278982137,0,417829.8221964997,530484.3219776907,485919.5672823219,7.306531398939505,10647,561119.2484076433,441731.09339479334,265000.0
2,1.0,6.779921907472252,6900,1.0,0,0,3,6,6.779921907472252,0,336294.97163894534,530484.3219776907,417573.2249240168,6.966024187106113,8000,511224.339301701,365860.24769514485,190000.0
3,2.25,7.265429723253953,800,2.0,0,0,3,8,7.038783541388542,290,536237.0162203232,530484.3219776907,553307.2604204864,7.265429723253953,1387,549106.0373514431,437957.3324324325,384000.0
3,2.5,7.432483807917119,1553,2.5,0,0,3,8,7.432483807917119,0,615059.6779141066,530484.3219776907,790006.7768692325,7.554858521040676,1553,561119.2484076433,790006.7768692325,640000.0
5,3.75,8.45531778769815,11237,2.0,0,0,3,10,7.982757702011113,1770,647638.6554621847,530484.3219776907,820773.0808383168,8.064636475774222,13140,525404.6872322194,884264.8088465261,1135000.0
3,2.5,7.843848638152472,5376,2.0,0,0,3,9,7.843848638152472,0,577596.4615384614,530484.3219776907,648332.8574561403,7.718685495198466,4050,549106.0373514431,635365.7034321438,711000.0
3,1.5,6.887552571664617,7770,1.0,0,0,4,7,6.887552571664617,0,465643.9528301972,530484.3219776907,820773.0808383168,7.293017679772782,7350,538925.3765020027,827566.4640580064,463800.0
4,2.75,7.644919344958857,14141,1.5,0,0,4,8,7.426549072397305,410,551896.9068643054,530484.3219776907,466028.34481359925,7.595889917718538,12920,540889.7483994878,416010.4390401716,449000.0
3,1.0,7.326465613840322,8870,1.5,0,0,4,7,7.326465613840322,0,537697.627196065,530484.3219776907,415784.59782608703,7.326465613840322,7800,511224.339301701,363861.22189880983,320000.0
4,1.75,7.992944547318106,11347,1.0,0,0,4,8,7.358830898342354,1390,535180.9152282107,530484.3219776907,466028.34481359925,7.414572881350589,8911,538925.3765020027,380565.7282610303,469000.0
2,1.0,6.779921907472252,5111,1.0,0,0,3,6,6.779921907472252,0,652805.9933992974,530484.3219776907,622928.2574468085,7.222566018822171,5111,525404.6872322194,474195.4477190849,400000.0
3,2.5,7.791522819150732,36862,1.0,0,0,4,8,7.333023014386481,890,494167.4196378224,530484.3219776907,300497.6749153118,7.4205789054108005,9046,511224.339301701,317751.72305297136,475000.0
3,1.0,7.533693709848633,4984,1.0,0,0,3,7,7.02108396428914,750,457184.9026076011,530484.3219776907,614858.8294539207,7.408530566894626,5750,540889.7483994878,611200.9124999933,499950.0
3,2.0,7.346010209913293,6394,1.5,0,0,5,8,7.346010209913293,0,504470.4909246618,530484.3219776907,423905.3309613916,7.272398392570047,6387,531519.7973068745,444116.23508801695,500000.0
4,2.5,7.886081401775745,5043,2.0,0,2,3,9,7.886081401775745,0,553569.0091185404,530484.3219776907,609392.111966224,8.009695357742922,5500,540234.0233614536,636496.5908741066,765000.0
2,1.0,6.697034247666484,4368,1.0,0,0,3,6,6.697034247666484,0,458268.3401256494,530484.3219776907,622928.2574468085,7.5443321080536885,5253,551860.3387458007,608172.8260353961,450000.0
4,2.25,7.620705086838262,7031,2.0,0,0,3,8,7.620705086838262,0,541925.5924235753,530484.3219776907,820773.0808383168,7.4205789054108005,7031,559342.888372093,471233.5828033243,670000.0
4,2.5,7.6544432264701125,6360,2.0,0,0,3,8,7.6544432264701125,0,553665.8256541081,530484.3219776907,609392.111966224,7.6255950721324535,7000,538925.3765020027,653232.9047665199,610000.0
2,1.0,7.215239978730097,9367,1.0,0,0,4,6,6.522092798170152,680,572524.2744845,530484.3219776907,415784.59782608703,7.215239978730097,7543,525404.6872322194,363861.22189880983,255000.0
3,1.75,7.501082124259871,41800,1.0,0,0,5,7,7.098375638590786,600,482118.29711732664,530484.3219776907,364647.0281124498,7.408530566894626,135036,549106.0373514431,466317.2890956389,314000.0
2,1.0,7.038783541388542,101529,1.5,0,0,3,6,7.038783541388542,0,487248.41579280543,530484.3219776907,332507.4470992653,7.365180126021013,101529,540234.0233614536,279747.29000036634,400000.0
3,2.0,7.682482446534506,3978,1.0,0,0,5,7,7.200424892944957,830,540524.8513102444,530484.3219776907,614858.8294539207,7.2078598714324755,4680,549106.0373514431,611200.9124999933,330000.0
4,2.25,7.779048644925556,12292,1.0,0,0,5,9,7.779048644925556,0,432468.81302461855,530484.3219776907,1173022.0350880993,7.962067308753666,12337,520155.3623559539,1173456.7751894807,984000.0
3,2.5,7.843848638152472,4954,1.5,0,0,4,7,7.52294091807237,700,572524.2744845,530484.3219776907,586484.5820887666,7.438383530044307,4954,549106.0373514431,535480.5531914893,675000.0
3,1.75,7.122866658599083,10956,1.0,0,0,3,6,7.122866658599083,0,509219.29289657215,530484.3219776907,314115.60175054707,7.122866658599083,8137,540234.0233614536,336857.7622107062,240000.0
4,2.5,7.592870287844818,32400,1.0,0,0,3,8,7.355001921105257,420,432468.81302461855,530484.3219776907,306891.5356621159,7.237059026124737,9152,549106.0373514431,292686.8318304875,380000.0
4,1.75,7.580699752224563,6177,1.0,0,0,4,8,7.580699752224563,0,443034.5880285017,530484.3219776907,284942.3022670025,7.605890001053122,8162,531519.7973068745,280829.3013246502,275000.0
3,1.75,7.4673710669175595,7020,2.0,0,0,3,7,7.4673710669175595,0,541832.3111233405,526144.2141745763,436509.20952926256,7.064759027791802,9546,549106.0373514431,346870.1444920982,510000.0
5,2.75,7.948031990637284,5310,2.0,0,0,3,9,7.948031990637284,0,647638.6554621847,530484.3219776907,648332.8574561403,8.055157731819678,6581,559342.888372093,671892.8182954505,725000.0
3,2.5,7.709756864454165,5800,2.0,0,0,3,7,7.709756864454165,0,577596.4615384614,530484.3219776907,517641.5836772817,7.709756864454165,6088,531519.7973068745,528156.0531109399,440000.0
3,2.5,7.700747794511798,70567,2.0,0,3,3,9,7.700747794511798,0,544421.8518715843,530484.3219776907,469494.50074283686,7.600902459542082,73616,540889.7483994878,533870.0243789182,509950.0
4,1.75,7.67786350067821,4333,1.0,0,0,4,8,7.138866999945524,900,392365.8145871984,530484.3219776907,583797.5680751174,7.4205789054108005,4426,561119.2484076433,599270.7012048193,450000.0
3,2.5,7.371489295214277,3411,2.0,0,0,3,7,7.371489295214277,0,696470.1816004473,530484.3219776907,517641.5836772817,7.371489295214277,3411,549106.0373514431,528156.0531109399,356000.0
2,1.0,6.802394763324311,2910,1.0,0,0,5,7,6.802394763324311,0,572524.2744845,530484.3219776907,622928.2574468085,7.1853870155804165,2910,561119.2484076433,608172.8260353961,381500.0
3,2.0,7.6638772587034705,8225,1.0,0,0,4,8,7.6638772587034705,0,509219.29289657215,530484.3219776907,352546.37760416674,7.855544677915663,8225,540889.7483994878,345831.4254197873,397500.0
4,3.0,8.213381737034572,9892,2.0,0,0,3,10,8.213381737034572,0,578267.8310337551,530484.3219776907,787721.3156018015,8.140315540159985,11294,559342.888372093,843617.6991779086,865000.0
3,1.0,6.993932975223189,6771,1.5,0,0,3,7,6.993932975223189,0,592148.6054356643,530484.3219776907,323529.23106608837,7.114769448366463,4662,508272.0541082164,272273.5147542107,180000.0
2,1.75,7.620705086838262,114562,1.0,0,0,4,7,7.620705086838262,0,465643.9528301972,530484.3219776907,623300.4662576644,7.52294091807237,94960,531519.7973068745,441731.09339479334,499000.0
2,1.0,7.251344983372214,4500,1.0,0,0,3,7,6.927557906278317,390,604758.6147351103,530484.3219776907,583797.5680751174,7.170119543449628,4500,559342.888372093,599270.7012048193,600000.0
3,2.5,7.630461261783627,7184,2.0,0,0,3,8,7.630461261783627,0,509219.29289657215,530484.3219776907,609392.111966224,7.709756864454165,7788,549106.0373514431,653232.9047665199,545000.0
3,2.25,7.484368643286131,7332,2.0,0,0,3,7,7.484368643286131,0,509219.29289657215,530484.3219776907,364647.0281124498,7.31986492980897,7625,540234.0233614536,346870.1444920982,272450.0
3,2.5,7.512071245835466,7585,2.0,0,0,4,8,7.512071245835466,0,544421.8518715843,530484.3219776907,314115.60175054707,7.635303886259415,7585,520155.3623559539,336857.7622107062,325000.0
5,2.75,7.779048644925556,6282,1.0,0,0,4,7,7.162397497355718,1100,440315.09008071315,530484.3219776907,423224.8489208633,7.432483807917119,5202,551860.3387458007,312610.2508973423,330000.0
6,1.75,7.77485576666552,4080,2.0,0,0,3,8,7.77485576666552,0,544859.0837319986,530484.3219776907,853509.2978188244,7.615791072035833,4080,561119.2484076433,673943.8953426692,725000.0
4,2.5,8.055157731819678,5886,2.0,0,0,3,8,8.055157731819678,0,689371.2543478261,530484.3219776907,485919.5672823219,7.882314918980268,5886,561119.2484076433,441731.09339479334,580135.0
4,1.75,7.4205789054108005,9472,1.0,0,0,3,7,7.003065458786462,570,459726.9610600864,530484.3219776907,323529.23106608837,6.984716320118266,5195,531519.7973068745,272273.5147542107,335000.0
2,1.0,6.684611727667927,8775,1.0,0,0,3,6,6.684611727667927,0,392365.8145871984,530484.3219776907,472908.8885350434,7.293017679772782,8976,540234.0233614536,446565.6132302856,353500.0
5,2.5,8.077136638538454,5806,2.0,0,0,3,8,8.077136638538454,0,579956.6598566952,530484.3219776907,314115.60175054707,7.9229859587111955,5813,559342.888372093,288806.56487379165,355000.0
4,2.0,7.444248649496705,5200,1.0,0,0,4,7,6.813444599510896,800,491435.82012195326,530484.3219776907,314115.60175054707,7.352441100243583,5200,538925.3765020027,288806.56487379165,247500.0
4,2.5,7.9157131993821155,16007,2.0,0,0,3,9,7.9157131993821155,0,576006.5651782893,530484.3219776907,2077451.7660601214,7.9229859587111955,16008,561119.2484076433,1677134.051214756,1225000.0
3,1.0,6.824373670043086,7314,1.0,0,0,3,6,6.824373670043086,0,459726.9610600864,530484.3219776907,231089.195287917,6.917705609835305,7420,538925.3765020027,279747.29000036634,208000.0
4,2.5,7.941295570906532,7251,2.0,0,0,3,9,7.941295570906532,0,496329.36876341386,530484.3219776907,364647.0281124498,8.019612794400267,7250,525404.6872322194,346870.1444920982,455000.0
4,2.0,7.306531398939505,13736,1.0,0,0,4,6,7.306531398939505,0,392365.8145871984,530484.3219776907,472908.8885350434,7.620705086838262,7200,520155.3623559539,562314.7046450656,410000.0
4,1.75,7.24422751560335,25500,1.0,0,0,4,7,7.24422751560335,0,519611.03793592664,530484.3219776907,314115.60175054707,7.682482446534506,25500,540234.0233614536,297308.4361336158,218500.0
2,1.5,7.272398392570047,136778,1.0,0,0,4,8,7.038783541388542,300,470771.6702572542,530484.3219776907,568563.631945244,7.461640392208575,21600,551860.3387458007,637530.2591234384,650000.0
4,2.5,8.0519780789023,7260,2.0,0,0,3,8,7.696212639346407,940,577596.4615384614,530484.3219776907,856784.4329896907,7.958576903813898,8186,540889.7483994878,958238.4418778239,744000.0
4,3.5,8.276394704863307,5680,2.0,0,1,3,9,7.944492163932159,1110,671016.2442562828,530484.3219776907,623300.4662576644,8.216088098632316,5816,559342.888372093,583510.9797203625,828950.0
3,2.25,7.1308988302963465,1033,3.0,0,0,3,8,7.1308988302963465,0,615059.6779141066,530484.3219776907,585504.4834710744,7.1308988302963465,1150,520155.3623559539,549135.2427440634,344000.0
4,3.0,7.346010209913293,3350,1.0,0,0,3,7,6.756932389247553,690,504470.4909246618,670678.9235047518,587301.6306641265,7.177782416195197,5000,525404.6872322194,823775.1184209211,623500.0
2,1.5,6.937314081223682,2850,2.0,0,0,3,7,6.937314081223682,0,544421.8518715843,530484.3219776907,364647.0281124498,6.937314081223682,3000,559342.888372093,380031.2179069934,220000.0
3,1.5,7.265429723253953,8000,1.0,0,0,4,7,7.265429723253953,0,470771.6702572542,530484.3219776907,620859.2706730012,7.27931883541462,8000,559342.888372093,639166.7296624419,518000.0
4,2.5,7.385851078125209,4338,2.0,0,0,3,7,7.385851078125209,0,496329.36876341386,530484.3219776907,314115.60175054707,7.2633296174768365,4341,511224.339301701,336857.7622107062,279500.0
4,4.25,8.36287583103188,9345,2.0,0,0,3,10,8.36287583103188,0,671016.2442562828,530484.3219776907,1343776.1244068546,7.358830898342354,8994,525404.6872322194,1677134.051214756,1890000.0
3,1.5,7.222566018822171,10176,1.0,0,0,3,6,7.222566018822171,0,436675.32599972136,530484.3219776907,239806.8087584579,7.408530566894626,10176,508272.0541082164,278048.77387316036,170000.0
2,1.0,7.038783541388542,7435,1.0,0,0,3,7,7.038783541388542,0,530686.1617259284,647591.7149494123,472908.8885350434,7.1853870155804165,9385,551860.3387458007,446565.6132302856,327000.0
4,2.0,7.668561108015897,6360,2.0,0,0,3,7,7.517520850603031,300,446374.5537673654,530484.3219776907,622928.2574468085,7.432483807917119,6360,540889.7483994878,851198.7467183303,615750.0
3,2.5,7.333023014386481,2890,2.0,0,0,3,7,7.333023014386481,0,736415.836067593,530484.3219776907,353025.64590306446,7.3395376954076745,2890,551860.3387458007,416266.0025641026,320000.0
4,2.25,7.615791072035833,11585,1.0,0,0,4,7,7.371489295214277,440,443034.5880285017,530484.3219776907,648332.8574561403,7.580699752224563,8977,561119.2484076433,615367.3426034852,545000.0
3,1.5,7.24422751560335,7550,1.0,0,0,4,7,7.24422751560335,0,503112.49947617564,530484.3219776907,387114.1483375959,7.455876687491824,7562,538925.3765020027,379580.3383269202,415250.0
3,2.25,8.013012110368916,13031,2.0,0,0,3,9,8.013012110368916,0,588821.6825718083,530484.3219776907,648332.8574561403,7.8160138391590275,10204,540234.0233614536,671892.8182954505,755000.0
3,2.25,7.22983877815125,3015,2.0,0,0,3,7,7.22983877815125,0,496329.36876341386,530484.3219776907,648332.8574561403,7.5652752818989315,3612,540234.0233614536,615367.3426034852,435000.0
4,1.75,7.687080155783135,4431,1.5,0,0,3,8,7.61085279039525,160,617910.0778616847,530484.3219776907,1116017.851737276,7.5443321080536885,4400,551860.3387458007,887472.7131782946,625000.0
2,0.75,6.733401891837359,40642,1.0,1,4,4,6,6.733401891837359,0,647080.8972978014,530484.3219776907,495772.9365671088,7.52294091807237,64069,561119.2484076433,545674.0520250213,528000.0
5,2.25,8.15478757276852,9200,2.0,0,0,3,8,8.15478757276852,0,481182.637681609,530484.3219776907,856784.4329896907,8.048788283534199,9200,549106.0373514431,794880.1519871815,860000.0
3,2.25,7.306531398939505,8722,2.0,0,0,3,7,7.306531398939505,0,566605.8921425659,530484.3219776907,296957.726882056,7.31986492980897,8061,538925.3765020027,297308.4361336158,230000.0
3,1.0,7.365180126021013,3840,2.0,0,0,3,8,7.365180126021013,0,563253.7373430756,530484.3219776907,929411.046337002,7.426549072397305,2624,561119.2484076433,887472.7131782946,729000.0
3,2.0,7.352441100243583,2589,1.0,0,0,3,7,6.672032945461067,770,602990.0785539994,732597.0005627373,585504.4834710744,7.27931883541462,3893,551860.3387458007,673943.8953426692,604000.0
4,2.5,7.67786350067821,8049,2.0,0,0,3,9,7.67786350067821,0,553665.8256541081,530484.3219776907,281480.10915581556,7.820037989458753,8995,508272.0541082164,290610.91578939714,317000.0
5,1.75,7.554858521040676,5640,2.0,0,0,4,9,7.554858521040676,0,687023.3877981899,530484.3219776907,1116017.851737276,7.6255950721324535,5400,511224.339301701,887472.7131782946,1125000.0
3,2.5,7.979338895262328,169448,2.5,0,0,3,9,7.979338895262328,0,564109.3481478157,530484.3219776907,317907.32123919635,7.7664168980196555,326097,540889.7483994878,359585.48829615087,550000.0
4,2.5,7.8160138391590275,4504,2.0,0,0,3,7,7.8160138391590275,0,560603.4142857143,530484.3219776907,485919.5672823219,7.989560449333865,4504,531519.7973068745,409239.220855031,425000.0
3,3.25,8.080237416216702,5000,2.0,0,0,3,9,8.080237416216702,0,647638.6554621847,530484.3219776907,609392.111966224,7.8898337513942955,3977,549106.0373514431,636496.5908741066,715000.0
5,2.5,7.944492163932159,9375,1.0,0,0,4,8,7.346010209913293,1270,465643.9528301972,530484.3219776907,856784.4329896907,7.944492163932159,9375,549106.0373514431,958238.4418778239,527700.0
4,1.75,7.27931883541462,10074,1.0,0,0,4,7,7.27931883541462,0,440315.09008071315,530484.3219776907,352546.37760416674,7.200424892944957,8023,538925.3765020027,300683.211525703,309950.0
3,2.5,7.893572073504902,327135,2.0,0,0,3,8,7.893572073504902,0,544421.8518715843,530484.3219776907,436509.20952926256,7.61085279039525,60080,559342.888372093,380031.2179069934,630000.0
3,1.75,7.461640392208575,3060,1.0,0,0,5,8,6.856461984594587,790,584457.8757770206,670678.9235047518,622928.2574468085,7.495541943884256,3960,540889.7483994878,608172.8260353961,733000.0
3,1.0,6.927557906278317,55756,1.0,0,0,3,7,6.927557906278317,0,436730.55633569305,530484.3219776907,314115.60175054707,7.306531398939505,12745,538925.3765020027,288806.56487379165,310000.0
5,4.75,8.697846691109495,10450,2.0,1,4,3,11,8.306472160100585,1940,579956.6598566952,530484.3219776907,623300.4662576644,8.110727582974489,14810,561119.2484076433,881804.1625465734,2200000.0
3,2.25,7.843848638152472,9674,1.0,0,0,3,7,7.52294091807237,700,447373.468996527,530484.3219776907,310920.24263953127,7.7142311448490855,9674,511224.339301701,312610.2508973423,355000.0
4,1.75,7.6255950721324535,94525,1.0,0,0,4,7,7.1308988302963465,800,447373.468996527,530484.3219776907,352546.37760416674,7.727535110475448,47480,561119.2484076433,460914.59554298007,455000.0
3,2.0,7.432483807917119,16061,1.0,0,0,3,7,7.432483807917119,0,576006.5651782893,530484.3219776907,692306.6178160912,7.154615356913663,12436,511224.339301701,671331.5983352674,459800.0
4,2.75,7.9157131993821155,6200,1.5,0,3,4,8,7.506591780070841,920,436675.32599972136,530484.3219776907,472908.8885350434,7.795646536334594,6000,540889.7483994878,562314.7046450656,775000.0
2,1.5,7.05617528410041,8060,1.0,0,0,4,7,7.05617528410041,0,484729.09882168256,530484.3219776907,553307.2604204864,7.313220387090301,8060,511224.339301701,444116.23508801695,365000.0
4,2.5,7.615791072035833,5754,2.0,0,0,3,8,7.615791072035833,0,736415.836067593,530484.3219776907,314115.60175054707,7.615791072035833,5784,551860.3387458007,321059.3058890947,295000.0
3,2.5,7.265429723253953,1002,3.0,0,0,3,8,7.265429723253953,0,579956.6598566952,530484.3219776907,585504.4834710744,7.265429723253953,1530,561119.2484076433,549135.2427440634,349000.0
2,1.0,6.551080335043404,5200,1.0,0,0,5,6,6.551080335043404,0,530686.1617259284,530484.3219776907,417573.2249240168,6.937314081223682,5200,559342.888372093,365860.24769514485,155000.0
4,2.5,7.940939762327791,6146,2.0,0,0,3,9,7.940939762327791,0,578267.8310337551,530484.3219776907,303219.1794956164,7.940939762327791,6180,549106.0373514431,300834.043645145,301000.0
3,1.75,7.293017679772782,8350,1.0,0,0,3,7,7.293017679772782,0,564109.3481478157,530484.3219776907,281480.10915581556,7.371489295214277,8182,508272.0541082164,254948.21991218632,212000.0
4,2.75,7.512071245835466,3420,2.0,0,0,3,8,7.512071245835466,0,541925.5924235753,530484.3219776907,306891.5356621159,7.502738210754851,3420,549106.0373514431,292686.8318304875,269800.0
3,2.5,7.904703913873747,13120,1.0,0,0,3,10,7.904703913873747,0,447373.468996527,530484.3219776907,853509.2978188244,8.048788283534199,13566,520155.3623559539,851198.7467183303,1250000.0
3,2.5,7.461640392208575,30886,2.0,0,0,3,8,7.461640392208575,0,553579.8874474342,530484.3219776907,445454.66541160486,7.461640392208575,39133,561119.2484076433,530600.2393448985,379000.0
3,1.0,7.495541943884256,5750,1.0,0,0,3,7,6.946975992135418,760,436675.32599972136,530484.3219776907,583797.5680751174,7.1853870155804165,5625,508272.0541082164,599270.7012048193,610000.0
3,1.0,7.352441100243583,8232,1.0,0,0,3,7,7.352441100243583,0,530686.1617259284,530484.3219776907,1343776.1244068546,7.5652752818989315,8286,540234.0233614536,1677134.051214756,915000.0
3,1.0,7.432483807917119,6658,1.0,0,0,3,7,7.432483807917119,0,392365.8145871984,604153.4256425957,387114.1483375959,6.984716320118266,5925,540234.0233614536,553781.5115816655,400000.0
5,4.25,8.444622498581403,108464,2.0,0,0,3,10,8.089482474360754,1390,645456.0179648161,530484.3219776907,582139.9993604418,7.940939762327791,155509,538925.3765020027,843617.6991779086,985000.0
3,1.0,6.907755278982137,4959,1.0,0,0,3,8,6.907755278982137,0,446374.5537673654,530484.3219776907,853509.2978188244,7.7142311448490855,4959,540234.0233614536,851198.7467183303,610000.0
1,1.0,6.993932975223189,8750,1.0,0,0,4,6,6.993932975223189,0,572524.2744845,530484.3219776907,423224.8489208633,7.512071245835466,5000,531519.7973068745,416266.0025641026,463500.0
3,2.5,8.17188200612782,38322,2.0,0,0,3,10,8.17188200612782,0,588821.6825718083,530484.3219776907,663034.9404388588,8.17188200612782,35926,549106.0373514431,684437.013543442,888550.0
3,1.0,7.122866658599083,7194,1.0,0,0,3,6,6.993932975223189,150,576716.9472002818,530484.3219776907,484035.11543122336,7.644919344958857,8514,538925.3765020027,457282.95026744495,310000.0
